Wahl zum Landtag von Mecklenburg-Vorpommern am 20. September 2026
Vorläufiges Ergebnis der Wahlkreise am 21.09.2026 um 00:01:10 Uhr - Stimmenanzahl der Parteien
Die Partei "Handwerker Partei Deutschland" führt keine Kurzbezeichnung.
(c) Der Landeswahlleiter Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Wahlkreis;Wahlkreisname/Land;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;SPD;AfD;CDU;Die Linke;GRÜNE;FDP;Tierschutzpartei;FREIE WÄHLER;Die PARTEI;PIRATEN;ÖDP;Bündnis C;BSW;Handwerker Partei Deutschland;KPD;PdF;Team Freiheit;Volt;WLD;LfK;Einzelbewerber
21.09.2026 00:01:10;P;13;Mecklenburgische Seenplatte I - Vorpommern-Greifswald I;55;55;28846;21636;75,0;2;1,1;98,9;28,1;51,7;5,0;4,6;2,3;0,9;0,9;0,3;0,2;0,2;0,1;0,1;4,8;0,5;0,1;0,0;0,1;0,1;0,1;x;x
21.09.2026 00:01:10;A;14;Mecklenburgische Seenplatte II;55;55;29969;23353;77,9;1;308;23045;7345;10909;1594;1290;x;172;x;429;x;x;x;x;1306;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;14;Mecklenburgische Seenplatte II;55;55;29969;23353;77,9;1;1,3;98,7;31,9;47,3;6,9;5,6;x;0,7;x;1,9;x;x;x;x;5,7;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;14;Mecklenburgische Seenplatte II;55;55;29969;23353;77,9;2;257;23096;7444;10746;1169;1106;515;149;148;209;29;32;15;12;1325;88;11;14;47;25;12;x;x
21.09.2026 00:01:10;P;14;Mecklenburgische Seenplatte II;55;55;29969;23353;77,9;2;1,1;98,9;32,2;46,5;5,1;4,8;2,2;0,6;0,6;0,9;0,1;0,1;0,1;0,1;5,7;0,4;0,0;0,1;0,2;0,1;0,1;x;x
21.09.2026 00:01:10;A;15;Landkreis Rostock III;70;70;39572;31672;80,0;1;359;31313;10450;14386;2162;1738;680;565;x;x;x;x;x;x;1332;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;15;Landkreis Rostock III;70;70;39572;31672;80,0;1;1,1;98,9;33,4;45,9;6,9;5,6;2,2;1,8;x;x;x;x;x;x;4,3;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;15;Landkreis Rostock III;70;70;39572;31672;80,0;2;290;31382;10652;13716;1577;1454;1072;328;299;151;69;61;21;51;1532;154;30;33;108;30;44;x;x
21.09.2026 00:01:10;P;15;Landkreis Rostock III;70;70;39572;31672;80,0;2;0,9;99,1;33,9;43,7;5,0;4,6;3,4;1,0;1,0;0,5;0,2;0,2;0,1;0,2;4,9;0,5;0,1;0,1;0,3;0,1;0,1;x;x
21.09.2026 00:01:10;A;16;Landkreis Rostock IV;61;61;44794;33914;75,7;1;394;33520;12901;14071;1505;2083;697;743;x;x;x;x;x;x;1520;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;16;Landkreis Rostock IV;61;61;44794;33914;75,7;1;1,2;98,8;38,5;42,0;4,5;6,2;2,1;2,2;x;x;x;x;x;x;4,5;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;16;Landkreis Rostock IV;61;61;44794;33914;75,7;2;301;33613;12120;13598;1409;1934;1354;368;346;142;80;54;37;23;1784;146;29;33;80;55;21;x;x
21.09.2026 00:01:10;P;16;Landkreis Rostock IV;61;61;44794;33914;75,7;2;0,9;99,1;36,1;40,5;4,2;5,8;4,0;1,1;1,0;0,4;0,2;0,2;0,1;0,1;5,3;0,4;0,1;0,1;0,2;0,2;0,1;x;x
21.09.2026 00:01:10;A;17;Ludwigslust-Parchim I;65;65;32816;25832;78,7;1;238;25594;11228;10085;1143;1196;564;279;x;x;x;x;x;x;815;x;x;x;x;x;284;x;x
21.09.2026 00:01:10;P;17;Ludwigslust-Parchim I;65;65;32816;25832;78,7;1;0,9;99,1;43,9;39,4;4,5;4,7;2,2;1,1;x;x;x;x;x;x;3,2;x;x;x;x;x;1,1;x;x
21.09.2026 00:01:10;A;17;Ludwigslust-Parchim I;65;65;32816;25832;78,7;2;207;25625;10281;10012;1089;1194;869;235;290;85;60;45;27;31;1040;110;18;13;57;32;137;x;x
21.09.2026 00:01:10;P;17;Ludwigslust-Parchim I;65;65;32816;25832;78,7;2;0,8;99,2;40,1;39,1;4,2;4,7;3,4;0,9;1,1;0,3;0,2;0,2;0,1;0,1;4,1;0,4;0,1;0,1;0,2;0,1;0,5;x;x
21.09.2026 00:01:10;A;18;Ludwigslust-Parchim II;60;60;32799;26405;80,5;1;272;26133;10152;10783;1719;1440;565;404;x;x;x;x;x;x;1070;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;18;Ludwigslust-Parchim II;60;60;32799;26405;80,5;1;1,0;99,0;38,8;41,3;6,6;5,5;2,2;1,5;x;x;x;x;x;x;4,1;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;18;Ludwigslust-Parchim II;60;60;32799;26405;80,5;2;210;26195;10096;10392;1376;1175;813;272;247;91;55;68;19;11;1264;155;15;23;60;23;40;x;x
21.09.2026 00:01:10;P;18;Ludwigslust-Parchim II;60;60;32799;26405;80,5;2;0,8;99,2;38,5;39,7;5,3;4,5;3,1;1,0;0,9;0,3;0,2;0,3;0,1;0,0;4,8;0,6;0,1;0,1;0,2;0,1;0,2;x;x
21.09.2026 00:01:10;A;19;Ludwigslust-Parchim III;58;58;30871;24695;80,0;1;358;24337;8738;10823;1451;1771;397;313;x;844;x;x;x;x;x;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;19;Ludwigslust-Parchim III;58;58;30871;24695;80,0;1;1,4;98,6;35,9;44,5;6,0;7,3;1,6;1,3;x;3,5;x;x;x;x;x;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;19;Ludwigslust-Parchim III;58;58;30871;24695;80,0;2;246;24449;8972;10135;1087;1126;744;201;237;242;63;48;26;23;1264;143;17;17;41;23;40;x;x
21.09.2026 00:01:10;P;19;Ludwigslust-Parchim III;58;58;30871;24695;80,0;2;1,0;99,0;36,7;41,5;4,4;4,6;3,0;0,8;1,0;1,0;0,3;0,2;0,1;0,1;5,2;0,6;0,1;0,1;0,2;0,1;0,2;x;x
21.09.2026 00:01:10;A;20;Mecklenburgische Seenplatte III;82;82;46043;35934;78,0;1;451;35483;12936;15378;2213;2008;850;467;x;x;x;x;x;x;1471;x;x;x;x;x;x;x;160
21.09.2026 00:01:10;P;20;Mecklenburgische Seenplatte III;82;82;46043;35934;78,0;1;1,3;98,7;36,5;43,3;6,2;5,7;2,4;1,3;x;x;x;x;x;x;4,1;x;x;x;x;x;x;x;0,5
21.09.2026 00:01:10;A;20;Mecklenburgische Seenplatte III;82;82;46043;35934;78,0;2;378;35556;12853;14860;1576;1787;1403;301;312;93;62;50;35;44;1807;152;26;29;76;39;51;x;x
21.09.2026 00:01:10;P;20;Mecklenburgische Seenplatte III;82;82;46043;35934;78,0;2;1,1;98,9;36,1;41,8;4,4;5,0;3,9;0,8;0,9;0,3;0,2;0,1;0,1;0,1;5,1;0,4;0,1;0,1;0,2;0,1;0,1;x;x
21.09.2026 00:01:10;A;21;Mecklenburgische Seenplatte IV;53;53;33761;26623;78,9;1;318;26305;10259;10696;1454;1816;628;311;x;x;x;x;x;x;1141;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;21;Mecklenburgische Seenplatte IV;53;53;33761;26623;78,9;1;1,2;98,8;39,0;40,7;5,5;6,9;2,4;1,2;x;x;x;x;x;x;4,3;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;21;Mecklenburgische Seenplatte IV;53;53;33761;26623;78,9;2;241;26382;9618;10331;1188;1509;1302;195;255;75;68;41;18;12;1478;134;18;19;56;45;20;x;x
21.09.2026 00:01:10;P;21;Mecklenburgische Seenplatte IV;53;53;33761;26623;78,9;2;0,9;99,1;36,5;39,2;4,5;5,7;4,9;0,7;1,0;0,3;0,3;0,2;0,1;0,0;5,6;0,5;0,1;0,1;0,2;0,2;0,1;x;x
21.09.2026 00:01:10;A;22;Mecklenburgische Seenplatte V;78;78;33104;26870;81,2;1;338;26532;8130;13431;1964;1358;369;x;x;x;x;x;x;x;1280;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;22;Mecklenburgische Seenplatte V;78;78;33104;26870;81,2;1;1,3;98,7;30,6;50,6;7,4;5,1;1,4;x;x;x;x;x;x;x;4,8;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;22;Mecklenburgische Seenplatte V;78;78;33104;26870;81,2;2;250;26620;8248;13018;1110;1078;712;168;206;83;48;34;26;23;1566;146;16;15;67;33;23;x;x
21.09.2026 00:01:10;P;22;Mecklenburgische Seenplatte V;78;78;33104;26870;81,2;2;0,9;99,1;31,0;48,9;4,2;4,0;2,7;0,6;0,8;0,3;0,2;0,1;0,1;0,1;5,9;0,5;0,1;0,1;0,3;0,1;0,1;x;x
21.09.2026 00:01:10;A;23;Vorpommern-Rügen I;60;60;34889;27252;78,1;1;340;26912;9494;10922;2034;1741;800;436;x;x;x;x;x;x;1051;x;x;x;x;x;x;x;434
21.09.2026 00:01:10;P;23;Vorpommern-Rügen I;60;60;34889;27252;78,1;1;1,2;98,8;35,3;40,6;7,6;6,5;3,0;1,6;x;x;x;x;x;x;3,9;x;x;x;x;x;x;x;1,6
21.09.2026 00:01:10;A;23;Vorpommern-Rügen I;60;60;34889;27252;78,1;2;252;27000;9904;10560;1446;1411;1174;270;349;100;86;49;28;11;1318;124;15;18;69;38;30;x;x
21.09.2026 00:01:10;P;23;Vorpommern-Rügen I;60;60;34889;27252;78,1;2;0,9;99,1;36,7;39,1;5,4;5,2;4,3;1,0;1,3;0,4;0,3;0,2;0,1;0,0;4,9;0,5;0,1;0,1;0,3;0,1;0,1;x;x
21.09.2026 00:01:10;A;24;Vorpommern-Rügen II - Stralsund III;45;45;27789;21425;77,1;1;246;21179;5995;10079;2285;1120;383;260;x;x;x;x;x;x;872;x;x;x;x;86;x;99;x
21.09.2026 00:01:10;P;24;Vorpommern-Rügen II - Stralsund III;45;45;27789;21425;77,1;1;1,1;98,9;28,3;47,6;10,8;5,3;1,8;1,2;x;x;x;x;x;x;4,1;x;x;x;x;0,4;x;0,5;x
21.09.2026 00:01:10;A;24;Vorpommern-Rügen II - Stralsund III;45;45;27789;21425;77,1;2;204;21221;6381;9898;1313;940;822;192;244;61;43;42;32;4;1002;85;17;12;67;50;16;x;x
21.09.2026 00:01:10;P;24;Vorpommern-Rügen II - Stralsund III;45;45;27789;21425;77,1;2;1,0;99,0;30,1;46,6;6,2;4,4;3,9;0,9;1,1;0,3;0,2;0,2;0,2;0,0;4,7;0,4;0,1;0,1;0,3;0,2;0,1;x;x
21.09.2026 00:01:10;A;25;Vorpommern-Rügen III - Stralsund I;58;58;41620;31553;75,8;1;424;31129;10167;14048;1804;1994;888;394;x;560;x;x;x;x;1274;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;25;Vorpommern-Rügen III - Stralsund I;58;58;41620;31553;75,8;1;1,3;98,7;32,7;45,1;5,8;6,4;2,9;1,3;x;1,8;x;x;x;x;4,1;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;25;Vorpommern-Rügen III - Stralsund I;58;58;41620;31553;75,8;2;345;31208;10420;13539;1432;1602;1234;253;464;221;86;56;26;26;1466;145;20;33;84;64;37;x;x
21.09.2026 00:01:10;P;25;Vorpommern-Rügen III - Stralsund I;58;58;41620;31553;75,8;2;1,1;98,9;33,4;43,4;4,6;5,1;4,0;0,8;1,5;0,7;0,3;0,2;0,1;0,1;4,7;0,5;0,1;0,1;0,3;0,2;0,1;x;x
21.09.2026 00:01:10;A;26;Stralsund II;26;26;28115;21123;75,1;1;258;20865;7394;7288;1654;1683;1191;374;x;x;x;x;x;x;785;x;x;x;352;144;x;x;x
21.09.2026 00:01:10;P;26;Stralsund II;26;26;28115;21123;75,1;1;1,2;98,8;35,4;34,9;7,9;8,1;5,7;1,8;x;x;x;x;x;x;3,8;x;x;x;1,7;0,7;x;x;x
21.09.2026 00:01:10;A;26;Stralsund II;26;26;28115;21123;75,1;2;198;20925;6931;7051;1139;1544;2000;261;325;65;116;85;28;31;945;114;20;30;138;84;18;x;x
21.09.2026 00:01:10;P;26;Stralsund II;26;26;28115;21123;75,1;2;0,9;99,1;33,1;33,7;5,4;7,4;9,6;1,2;1,6;0,3;0,6;0,4;0,1;0,1;4,5;0,5;0,1;0,1;0,7;0,4;0,1;x;x
21.09.2026 00:01:10;A;27;Nordwestmecklenburg I;84;84;47719;37853;79,3;1;366;37487;14485;14009;2421;3336;1017;797;x;x;x;x;x;x;1422;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;27;Nordwestmecklenburg I;84;84;47719;37853;79,3;1;1,0;99,0;38,6;37,4;6,5;8,9;2,7;2,1;x;x;x;x;x;x;3,8;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;27;Nordwestmecklenburg I;84;84;47719;37853;79,3;2;282;37571;14145;13707;1845;2117;2302;423;413;157;94;93;36;26;1722;236;35;25;81;77;37;x;x
21.09.2026 00:01:10;P;27;Nordwestmecklenburg I;84;84;47719;37853;79,3;2;0,7;99,3;37,6;36,5;4,9;5,6;6,1;1,1;1,1;0,4;0,3;0,2;0,1;0,1;4,6;0,6;0,1;0,1;0,2;0,2;0,1;x;x
21.09.2026 00:01:10;A;28;Nordwestmecklenburg II;71;71;48421;39332;81,2;1;392;38940;13682;16199;2441;2687;1370;700;x;x;x;x;x;x;1861;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;28;Nordwestmecklenburg II;71;71;48421;39332;81,2;1;1,0;99,0;35,1;41,6;6,3;6,9;3,5;1,8;x;x;x;x;x;x;4,8;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;28;Nordwestmecklenburg II;71;71;48421;39332;81,2;2;317;39015;14118;15541;1847;1955;1922;409;415;142;94;72;39;35;1991;222;22;24;77;51;39;x;x
21.09.2026 00:01:10;P;28;Nordwestmecklenburg II;71;71;48421;39332;81,2;2;0,8;99,2;36,2;39,8;4,7;5,0;4,9;1,0;1,1;0,4;0,2;0,2;0,1;0,1;5,1;0,6;0,1;0,1;0,2;0,1;0,1;x;x
21.09.2026 00:01:10;A;29;Vorpommern-Greifswald II;64;64;36428;28135;77,2;1;379;27756;9271;13579;1583;1727;497;1099;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;29;Vorpommern-Greifswald II;64;64;36428;28135;77,2;1;1,3;98,7;33,4;48,9;5,7;6,2;1,8;4,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;29;Vorpommern-Greifswald II;64;64;36428;28135;77,2;2;238;27897;8686;13216;1343;1216;1052;488;342;90;60;53;25;34;1011;147;13;13;53;31;24;x;x
21.09.2026 00:01:10;P;29;Vorpommern-Greifswald II;64;64;36428;28135;77,2;2;0,8;99,2;31,1;47,4;4,8;4,4;3,8;1,7;1,2;0,3;0,2;0,2;0,1;0,1;3,6;0,5;0,0;0,0;0,2;0,1;0,1;x;x
21.09.2026 00:01:10;A;30;Vorpommern-Greifswald III;68;68;45924;35571;77,5;1;422;35149;10934;17716;2351;1544;655;676;x;x;x;x;x;x;1273;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;P;30;Vorpommern-Greifswald III;68;68;45924;35571;77,5;1;1,2;98,8;31,1;50,4;6,7;4,4;1,9;1,9;x;x;x;x;x;x;3,6;x;x;x;x;x;x;x;x
21.09.2026 00:01:10;A;30;Vorpommern-Greifswald III;68;68;45924;35571;77,5;2;348;35223;10704;17250;1842;1426;1140;389;498;126;89;49;29;39;1391;119;13;19;42;29;29;x;x
