"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB";"Gewählt im Wahlkreis"
"Z";"06.09.2026";"18:34:42";2;1;"GEM";"15081545";"Wallstawe";"U";284;182;3;179;27;85;12;19;3;26;0;0;0;0;0;0;6;0;1;4;178;49;83;15;15;4;4;;;;1;;;7;;;;""
"L";;;1;0;"GEM";"15081545";"Wallstawe";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"18:34:42";3;1;"GEM";"15081545";"Wallstawe";"";284;182;3;179;27;85;12;19;3;26;0;0;0;0;0;0;6;0;1;4;178;49;83;15;15;4;4;;;;1;;;7;;;;""
"Z";"06.09.2026";"18:55:36";8;4;"GEM";"15082005";"Aken (Elbe), Stadt";"U";1607;991;10;981;189;497;72;66;35;38;11;2;5;5;4;4;52;0;1;14;977;221;522;86;61;66;21;;;;;;;;;;;""
"L";;;1;0;"GEM";"15082005";"Aken (Elbe), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;""
"Z";"06.09.2026";"18:55:36";9;4;"GEM";"15082005";"Aken (Elbe), Stadt";"";1607;991;10;981;189;497;72;66;35;38;11;2;5;5;4;4;52;0;1;14;977;221;522;86;61;66;21;;;;;;;;;;;""
"Z";"06.09.2026";"19:01:37";25;4;"GEM";"15082015";"Bitterfeld-Wolfen, Stadt";"U";3502;1761;30;1731;313;875;143;118;43;52;25;0;21;13;4;7;108;0;9;40;1721;337;967;153;120;43;40;61;;;;;;;;;;""
"Z";"06.09.2026";"18:40:43";6;1;"GEM";"15082015";"Bitterfeld-Wolfen, Stadt";"B";0;205;4;201;39;111;9;18;8;4;4;0;0;1;1;1;5;0;0;3;202;45;113;11;12;4;3;14;;;;;;;;;;""
"Z";"06.09.2026";"19:01:37";31;5;"GEM";"15082015";"Bitterfeld-Wolfen, Stadt";"";3502;1966;34;1932;352;986;152;136;51;56;29;0;21;14;5;8;113;0;9;43;1923;382;1080;164;132;47;43;75;;;;;;;;;;""
"Z";"06.09.2026";"18:59:09";22;6;"GEM";"15082180";"Köthen (Anhalt), Stadt";"U";1426;925;6;919;147;535;51;42;26;42;9;1;11;1;4;6;42;1;1;8;917;206;539;64;54;21;15;;;;;;;18;;;;""
"L";;;2;0;"GEM";"15082180";"Köthen (Anhalt), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"18:59:09";24;6;"GEM";"15082180";"Köthen (Anhalt), Stadt";"";1426;925;6;919;147;535;51;42;26;42;9;1;11;1;4;6;42;1;1;8;917;206;539;64;54;21;15;;;;;;;18;;;;""
"Z";"06.09.2026";"19:00:44";13;3;"GEM";"15082241";"Muldestausee";"U";1574;1002;7;995;155;560;59;49;27;43;14;0;13;5;2;10;54;4;0;8;994;213;555;68;50;32;20;;;;;;;56;;;;""
"L";;;3;0;"GEM";"15082241";"Muldestausee";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"19:00:44";16;3;"GEM";"15082241";"Muldestausee";"";1574;1002;7;995;155;560;59;49;27;43;14;0;13;5;2;10;54;4;0;8;994;213;555;68;50;32;20;;;;;;;56;;;;""
"Z";"06.09.2026";"18:53:40";18;6;"GEM";"15082256";"Osternienburger Land";"U";1263;910;17;893;145;498;66;40;23;36;6;1;11;4;2;9;43;2;7;23;887;211;505;77;39;39;16;;;;;;;;;;;""
"L";;;1;0;"GEM";"15082256";"Osternienburger Land";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;""
"Z";"06.09.2026";"18:53:40";19;6;"GEM";"15082256";"Osternienburger Land";"";1263;910;17;893;145;498;66;40;23;36;6;1;11;4;2;9;43;2;7;23;887;211;505;77;39;39;16;;;;;;;;;;;""
"Z";"06.09.2026";"18:59:06";10;4;"GEM";"15082301";"Raguhn-Jeßnitz, Stadt";"U";1130;808;7;801;108;470;37;48;24;42;12;1;10;6;1;3;38;0;1;7;801;168;488;46;29;25;18;;;;;;;27;;;;""
"L";;;1;0;"GEM";"15082301";"Raguhn-Jeßnitz, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"18:59:06";11;4;"GEM";"15082301";"Raguhn-Jeßnitz, Stadt";"";1130;808;7;801;108;470;37;48;24;42;12;1;10;6;1;3;38;0;1;7;801;168;488;46;29;25;18;;;;;;;27;;;;""
"Z";"06.09.2026";"18:59:39";14;4;"GEM";"15082340";"Sandersdorf-Brehna, Stadt";"U";1968;1086;11;1075;167;593;81;61;25;38;27;1;19;2;1;5;52;1;2;15;1071;182;622;87;65;28;29;58;;;;;;;;;;""
"L";;;3;0;"GEM";"15082340";"Sandersdorf-Brehna, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;""
"Z";"06.09.2026";"18:59:39";17;4;"GEM";"15082340";"Sandersdorf-Brehna, Stadt";"";1968;1086;11;1075;167;593;81;61;25;38;27;1;19;2;1;5;52;1;2;15;1071;182;622;87;65;28;29;58;;;;;;;;;;""
"Z";"06.09.2026";"18:50:55";27;15;"GEM";"15082377";"Südliches Anhalt, Stadt";"U";2879;2060;24;2036;340;1112;158;104;49;73;26;6;24;9;8;13;105;3;6;23;2037;485;1110;178;82;77;31;;;;;;;74;;;;""
"L";;;1;0;"GEM";"15082377";"Südliches Anhalt, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"18:50:55";28;15;"GEM";"15082377";"Südliches Anhalt, Stadt";"";2879;2060;24;2036;340;1112;158;104;49;73;26;6;24;9;8;13;105;3;6;23;2037;485;1110;178;82;77;31;;;;;;;74;;;;""
"Z";"06.09.2026";"19:03:27";33;18;"GEM";"15082430";"Zerbst/Anhalt, Stadt";"U";3414;2353;27;2326;388;1257;137;145;54;137;37;2;18;10;8;8;112;6;7;46;2307;530;1279;154;191;75;78;;;;;;;;;;;""
"L";;;3;0;"GEM";"15082430";"Zerbst/Anhalt, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;""
"Z";"06.09.2026";"19:03:27";36;18;"GEM";"15082430";"Zerbst/Anhalt, Stadt";"";3414;2353;27;2326;388;1257;137;145;54;137;37;2;18;10;8;8;112;6;7;46;2307;530;1279;154;191;75;78;;;;;;;;;;;""
"Z";"06.09.2026";"18:57:13";12;4;"GEM";"15082440";"Zörbig, Stadt";"U";1381;858;10;848;143;493;56;38;15;21;23;0;6;5;3;5;35;4;1;13;845;168;495;49;51;10;16;56;;;;;;;;;;""
"L";;;1;0;"GEM";"15082440";"Zörbig, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;""
"Z";"06.09.2026";"18:57:13";13;4;"GEM";"15082440";"Zörbig, Stadt";"";1381;858;10;848;143;493;56;38;15;21;23;0;6;5;3;5;35;4;1;13;845;168;495;49;51;10;16;56;;;;;;;;;;""
"Z";"06.09.2026";"19:01:40";3;1;"GEM";"15083020";"Altenhausen";"U";265;173;3;170;29;76;18;22;3;5;2;0;2;5;1;1;5;0;1;3;170;52;75;19;14;5;2;;;;;;;3;;;;""
"L";;;1;0;"GEM";"15083020";"Altenhausen";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"19:01:40";4;1;"GEM";"15083020";"Altenhausen";"";265;173;3;170;29;76;18;22;3;5;2;0;2;5;1;1;5;0;1;3;170;52;75;19;14;5;2;;;;;;;3;;;;""
"Z";"06.09.2026";"18:53:06";4;2;"GEM";"15083025";"Am Großen Bruch";"U";458;302;3;299;48;188;13;11;9;7;4;0;3;3;1;0;12;0;0;6;296;50;189;21;10;6;6;;;;;;;14;;;;""
"L";;;1;0;"GEM";"15083025";"Am Großen Bruch";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"18:53:06";5;2;"GEM";"15083025";"Am Großen Bruch";"";458;302;3;299;48;188;13;11;9;7;4;0;3;3;1;0;12;0;0;6;296;50;189;21;10;6;6;;;;;;;14;;;;""
"Z";"06.09.2026";"18:44:01";4;2;"GEM";"15083030";"Angern";"U";197;142;3;139;25;58;18;14;2;15;1;0;0;1;0;0;5;0;0;3;139;38;58;19;10;1;5;;;;;;;5;;;3;""
"L";;;1;0;"GEM";"15083030";"Angern";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;""
"Z";"06.09.2026";"18:44:01";5;2;"GEM";"15083030";"Angern";"";197;142;3;139;25;58;18;14;2;15;1;0;0;1;0;0;5;0;0;3;139;38;58;19;10;1;5;;;;;;;5;;;3;""
"Z";"06.09.2026";"18:54:36";2;1;"GEM";"15083035";"Ausleben";"U";437;286;1;285;32;169;21;15;10;8;6;0;4;3;1;1;15;0;0;10;276;40;177;22;13;11;5;;;;;;;8;;;;""
"L";;;1;0;"GEM";"15083035";"Ausleben";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"18:54:36";3;1;"GEM";"15083035";"Ausleben";"";437;286;1;285;32;169;21;15;10;8;6;0;4;3;1;1;15;0;0;10;276;40;177;22;13;11;5;;;;;;;8;;;;""
"L";;;5;0;"GEM";"15083040";"Barleben";"U";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;""
"L";;;3;0;"GEM";"15083040";"Barleben";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;""
"L";;;8;0;"GEM";"15083040";"Barleben";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;""
"L";;;1;0;"GEM";"15083060";"Beendorf";"U";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"L";;;1;0;"GEM";"15083060";"Beendorf";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"L";;;2;0;"GEM";"15083060";"Beendorf";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"L";;;2;0;"GEM";"15083115";"Bülstringen";"U";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"V";"06.09.2026";"18:51:33";1;1;"GEM";"15083115";"Bülstringen";"B";0;88;0;88;21;22;6;16;6;6;1;0;4;0;0;2;4;0;0;0;88;46;20;3;4;5;3;;;;;;;7;;;;""
"Z";"06.09.2026";"18:51:33";3;1;"GEM";"15083115";"Bülstringen";"";0;88;0;88;21;22;6;16;6;6;1;0;4;0;0;2;4;0;0;0;88;46;20;3;4;5;3;;;;;;;7;;;;""
"Z";"06.09.2026";"18:35:00";4;1;"GEM";"15083120";"Burgstall";"U";181;146;1;145;19;90;6;11;3;5;1;0;0;1;0;1;7;0;1;0;146;23;91;11;7;2;2;;;;;;;9;;;1;""
"L";;;1;0;"GEM";"15083120";"Burgstall";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;""
"Z";"06.09.2026";"18:35:00";5;1;"GEM";"15083120";"Burgstall";"";181;146;1;145;19;90;6;11;3;5;1;0;0;1;0;1;7;0;1;0;146;23;91;11;7;2;2;;;;;;;9;;;1;""
"Z";"06.09.2026";"18:56:30";8;3;"GEM";"15083125";"Calvörde";"U";508;328;1;327;56;164;24;25;8;12;6;0;6;2;0;2;21;0;1;2;326;91;165;18;27;5;5;;;;;;;15;;;;""
"L";;;1;0;"GEM";"15083125";"Calvörde";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"18:56:30";9;3;"GEM";"15083125";"Calvörde";"";508;328;1;327;56;164;24;25;8;12;6;0;6;2;0;2;21;0;1;2;326;91;165;18;27;5;5;;;;;;;15;;;;""
"L";;;3;0;"GEM";"15083130";"Colbitz";"U";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;""
"L";;;1;0;"GEM";"15083130";"Colbitz";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;""
"L";;;4;0;"GEM";"15083130";"Colbitz";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;""
"Z";"06.09.2026";"18:49:49";5;2;"GEM";"15083190";"Eilsleben";"U";596;397;6;391;62;181;27;48;11;23;3;0;6;1;1;0;28;0;0;5;392;83;188;34;39;12;11;;;;;;;25;;;;""
"L";;;1;0;"GEM";"15083190";"Eilsleben";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"18:49:49";6;2;"GEM";"15083190";"Eilsleben";"";596;397;6;391;62;181;27;48;11;23;3;0;6;1;1;0;28;0;0;5;392;83;188;34;39;12;11;;;;;;;25;;;;""
"Z";"06.09.2026";"18:55:13";5;1;"GEM";"15083205";"Erxleben";"U";393;275;5;270;40;120;31;25;6;19;2;0;8;1;0;1;16;0;1;11;264;74;124;26;17;4;5;;;;;;;14;;;;""
"L";;;1;0;"GEM";"15083205";"Erxleben";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"18:55:13";6;1;"GEM";"15083205";"Erxleben";"";393;275;5;270;40;120;31;25;6;19;2;0;8;1;0;1;16;0;1;11;264;74;124;26;17;4;5;;;;;;;14;;;;""
"Z";"06.09.2026";"18:53:29";4;1;"GEM";"15083230";"Flechtingen";"U";142;85;0;85;24;40;0;6;2;3;2;0;0;0;0;0;8;0;0;0;85;32;40;1;4;1;2;;;;;;;5;;;;""
"L";;;1;0;"GEM";"15083230";"Flechtingen";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"18:53:29";5;1;"GEM";"15083230";"Flechtingen";"";142;85;0;85;24;40;0;6;2;3;2;0;0;0;0;0;8;0;0;0;85;32;40;1;4;1;2;;;;;;;5;;;;""
"Z";"06.09.2026";"18:43:25";5;1;"GEM";"15083245";"Gröningen, Stadt";"U";116;76;1;75;13;43;4;4;2;3;1;0;2;2;1;0;0;0;0;1;75;15;45;5;4;2;2;;;;;;;2;;;;""
